Cal1,Cal2,Cal3,Cal4,Cal5,Cal6,Cal7,Cal8,Cal9,Cal10,Cal11,Cal12,Cal13,Cal14,Cal15,Cal16,Cal17,Cal18,Cal19,Cal20,Cal21,Cal22
4.154090432774452,4.155990544312382,4.152648868670628,4.149975287435298,4.149099135917883,4.149947823787561,4.1505066381144795,4.153770121863559,4.15220849301526,4.1541081143703,4.153581882359537,4.15397164060986,4.149428267440627,4.14961079742838,4.148433079131453,4.149867876055556,4.153065313888494,4.15654090619703,4.155995811183778,4.1548639773894385,4.150804984307559,4.150134912340003
4.1593894654867345,4.161281085351489,4.157950014194586,4.15528402006421,4.154411587409847,4.155254650245026,4.1558152677218745,4.15907009955495,4.157509564380614,4.159405000073823,4.158879993379089,4.159268967015167,4.154739437268349,4.154920834108161,4.153748598056097,4.155175455218458,4.158364114558949,4.161827809017715,4.161281997459243,4.1601565808478,4.156110934761799,4.155439458211182
4.164691124456045,4.166574269401522,4.163253782208054,4.160595361443417,4.159726638720476,4.160564094170683,4.161126505999622,4.16437269945174,4.1628132631123105,4.164704517843685,4.164180732469901,4.164568924086878,4.1600532108870425,4.160233476949281,4.159066709978854,4.1604856497718306,4.163665542558418,4.167117358966402,4.166570835352009,4.1654518213308895,4.161419496819765,4.16074662358367
4.1699954094506975,4.171870096215321,4.1685601724827634,4.165909311356108,4.165044289642469,4.1658761553368695,4.166440352731344,4.1696779213265085,4.168119588975347,4.1700066674422755,4.16948409939862,4.169871511589397,4.165369588084205,4.165548725735687,4.1643874146983695,4.165798459487468,4.16896959765395,4.17240955579711,4.171862324609082,4.1707496985983346,4.166730670263956,4.166056408228845
4.175302320239003,4.177168565545726,4.173869184790444,4.171225869585466,4.170364539968524,4.1711908335159205,4.171756807700669,4.174985764951833,4.173428541734724,4.175311448631985,4.174790093931898,4.1751767292871245,4.1706885686473365,4.1708665802513245,4.169710712013292,4.171113884137166,4.174276279612598,4.17770439926386,4.177156464977463,4.176050212409758,4.172044454876866,4.171368811918085
4.180611856589272,4.182469677145575,4.179180818902829,4.1765450359146765,4.175687389491341,4.176508128480174,4.17707587069122,4.180296230100291,4.178740121155443,4.180618861175202,4.18009871583638,4.180484576944465,4.176010152363935,4.1761870402801415,4.1750366017222715,4.1764319234927205,4.179585588201414,4.1830018891206695,4.182453256204158,4.181353362524789,4.1773608504409925,4.176683834422769
4.185924018269818,4.187773430767709,4.1844950745916485,4.181866810126925,4.18101283800362,4.181828040001965,4.182397541486619,4.185609316544461,4.184054327002502,4.185928904834319,4.1854099648787155,4.185795054325821,4.181334339021497,4.181510105606083,4.180365083623954,4.181752577325927,4.18489752318745,4.18830202512156,4.187752698036172,4.186659148703054,4.182679856738833,4.1820014755142765
4.191238805048951,4.1930798261649675,4.189811951628634,4.187191192005396,4.186340885298059,4.18715056785363,4.187721819870493,4.19092502405692,4.189371159040903,4.191241579371725,4.190723840825554,4.191108161195594,4.186661128407521,4.186835776013098,4.185696157516986,4.187075845408579,4.190212084337756,4.193604807020549,4.193054790220506,4.191967570704178,4.188001473552884,4.1873217349639855
4.196556216694983,4.19838886309019,4.195131449785519,4.192518181333275,4.191671531167356,4.192475711807505,4.193048705626468,4.196243352410247,4.194690617035643,4.196556884549808,4.196040343443543,4.196423897318186,4.191990520309507,4.192164051285131,4.191029823200018,4.192401727512473,4.195529271419385,4.198910234571657,4.198359532504166,4.197278628287787,4.1933257006656435,4.192644612543273
4.201876252976226,4.203700541296215,4.200453568834032,4.197847777893748,4.19700477540421,4.197803471635929,4.1983781985381645,4.20156430137702,4.200012700751724,4.2018748201309615,4.201359472499331,4.201742262458001,4.197322514514951,4.197494931206129,4.196366080471695,4.197730223409404,4.200849084199389,4.204218307528904,4.203666924634155,4.2025923212135075,4.198652537859608,4.197970108023519
4.207198913660991,4.209014860535886,4.205778308545907,4.20317998147,4.202340617801321,4.203133847111236,4.203710298389209,4.206887870729816,4.205337409954146,4.207195385877574,4.206681227759567,4.207063256379441,4.202657110811353,4.20282841556004,4.201704929130666,4.203061332871167,4.206171522444818,4.209529025646309,4.208976966357478,4.2079086492409665,4.203981984917273,4.2032982211761
4.212524198517592,4.214331820562038,4.211105668692874,4.208514791845214,4.2076790581513865,4.208466838005763,4.209045004963229,4.212214060241213,4.210664744407908,4.212518581552037,4.212005608990898,4.212386878846909,4.207994308986209,4.208164504130808,4.207046368975578,4.208395055669558,4.211496585922725,4.214842388677891,4.214289657421138,4.213227612129789,4.209314041621137,4.208628951772399
4.217852107314336,4.219651421127512,4.216435649046665,4.213852208802579,4.213020096247105,4.213802444091846,4.214382318043844,4.21754286968379,4.215994703878012,4.217844406916738,4.2173326159599736,4.217713129624806,4.21333410882702,4.213503196702382,4.212390399805081,4.213731391576372,4.216824274400163,4.22015839637767,4.219604997572139,4.218549209639604,4.214648707753695,4.21396229958379
4.223182639819537,4.224973661985151,4.221768249379012,4.219192232125277,4.218363731881178,4.219140665141823,4.219722237414681,4.222874298830124,4.221327288129455,4.223172861734072,4.2226622484334415,4.223042008477536,4.218676510121283,4.2188444930587075,4.217737021417819,4.2190703403634044,4.222154587644179,4.225477048499667,4.224922986557486,4.223873441530035,4.2199859830974455,4.219298264381653
4.22851579580151,4.23029854288779,4.227103469461646,4.224534861596493,4.223709964846302,4.224481500928029,4.225064762859365,4.228208347452792,4.22666249692724,4.228503945766422,4.22799450617795,4.228373515169502,4.2240215126564955,4.224188392983732,4.223086233612442,4.224411901802451,4.22748752542183,4.230798344797899,4.230243624124181,4.229200307560708,4.2253258674348855,4.224636845937367
4.233851575028561,4.235626063588271,4.232441309066298,4.229880096999415,4.229058794935177,4.229824951222801,4.23040989416152,4.233545015324376,4.232000330036363,4.233837658776183,4.233329388960149,4.233707649465106,4.229369116220156,4.229534896261401,4.2284380361875975,4.229756075665305,4.232823087500163,4.236122285026386,4.235566910019228,4.234529807491252,4.230668360548512,4.229978044022309
4.239189977269005,4.240956223839435,4.2377817679647,4.2352279381172275,4.234410221940501,4.235171015798475,4.235757631104768,4.238884302217449,4.237340787221827,4.239174000525744,4.238666896546685,4.239044411128749,4.234719320599763,4.234884002675662,4.233792428941933,4.235102861723766,4.2381612736462335,4.241448868939149,4.240892843989633,4.239861941081291,4.236013462220819,4.235321858407861
4.2445310022911515,4.246289023394119,4.243124845928582,4.240578384733112,4.239764245654975,4.240519694427387,4.241107973472738,4.244226207904592,4.242683868248632,4.244512970777496,4.244007028704206,4.244383799924834,4.240072125582816,4.2402357120104615,4.239149411674095,4.240452259749623,4.243502083627091,4.246778096290207,4.2462214257824,4.245196708090452,4.241361172234306,4.240668288865399
4.2498746498633135,4.251624462005163,4.248470542729679,4.245931436630259,4.245120865871294,4.245870986881874,4.246460921049053,4.249570732158381,4.248029572881776,4.249854569293828,4.249349785199364,4.249725815617767,4.2454275309568095,4.245590024049744,4.244508984182733,4.245804269514677,4.248845517209787,4.2521099668335784,4.251552655144531,4.250534108278361,4.246711490371471,4.246017335166299
4.255220919753803,4.256962539425408,4.25381885813972,4.2512870935918485,4.250480082382159,4.251224892934273,4.251816473617335,4.2549178747513965,4.25337790088626,4.255198795837131,4.254695165798803,4.2550704579719465,4.250785536509245,4.250946938577461,4.2498711462664955,4.2511588907907205,4.254191574161375,4.257444480323284,4.256886531823029,4.255874141404646,4.252064416414808,4.251368997081944
4.260569811730931,4.262303255407693,4.259169791930436,4.25664535540107,4.2558418949802705,4.25658141235692,4.257174630961212,4.260267635456214,4.258728852027084,4.260545650169793,4.260043170269174,4.260417726751776,4.256146142027619,4.256306455377554,4.255235897724026,4.25651612334955,4.259540254248906,4.262781636513342,4.262223055564902,4.261216807228932,4.257419950146815,4.2567232743837105
4.265921325563009,4.267646609704858,4.26452334387356,4.2620062218411086,4.261206303458326,4.261940544922151,4.262535392864307,4.265620014045411,4.264082426069248,4.265895132054207,4.265393798377126,4.265767621721659,4.261509347299431,4.261668574233973,4.260603238353976,4.261875966962959,4.264891557239431,4.268121435157774,4.267562226117151,4.266562105510843,4.262778091349991,4.262080166842978
4.271275461018348,4.272992602069742,4.269879513740823,4.267369692695144,4.266573307609024,4.267302290402302,4.267898759110245,4.2709750102915685,4.269438622777752,4.271247241252762,4.270747049889305,4.271120142645999,4.266875152112179,4.267033294930662,4.265973167954992,4.2672384214027455,4.2702454829,4.273463876010596,4.272904043226779,4.271910036010009,4.268138839806829,4.267439674231124
4.27663221786526,4.278341232255187,4.275238301303956,4.272735767746369,4.271942907225062,4.272666648569712,4.273264729482649,4.276332623967262,4.274797441917595,4.2766019775278465,4.276102924572362,4.276475289289196,4.27224355625336,4.27240061725157,4.271345686325722,4.272603486440702,4.275602030997669,4.278808958825831,4.278248506640792,4.2772605984860546,4.273502195299828,4.272801796319526
4.281991595872058,4.283692500014029,4.28059970633469,4.278104446777962,4.277315102099142,4.278033619196715,4.278633303765146,4.28169285484507,4.280158883253778,4.281959340641853,4.281461422192943,4.281833061415653,4.277614559510473,4.277770540980642,4.276720793264814,4.277971161848626,4.280961201299484,4.284156683357498,4.283595616106194,4.282613792698606,4.278868157611486,4.278166532879565
4.287353594807052,4.289046405099109,4.285963728604758,4.283475729573113,4.282689892023961,4.283403202055647,4.284004481741357,4.287055702697572,4.285522946551301,4.28731933035717,4.286822542517697,4.287193458789774,4.282988161671016,4.283143065901825,4.282098488570914,4.283341447398311,4.286322993572503,4.289507049359615,4.288945371369987,4.287969618407289,4.284236726524297,4.283533883682617
4.292718214438555,4.2944029472632685,4.291330367885891,4.288849615915005,4.288067276792217,4.2887753969188465,4.28937826319491,4.292421167297343,4.290889631575163,4.292681946436189,4.2921862853132735,4.292556481175962,4.288364362522489,4.288518191799066,4.287478772042672,4.288714342861555,4.2916874075837725,4.294860056586202,4.294297772179177,4.293328075371732,4.2896079018207605,4.288903848500064
4.298085454534876,4.299762126259345,4.296699623949819,4.294226105586824,4.293447256196612,4.294150203558648,4.2947546479094285,4.297789248416963,4.2962589380903635,4.298047188641299,4.29755265034632,4.297922128338617,4.293743161852386,4.293895918456313,4.292861643478733,4.29408984801015,4.297054443100348,4.300215704791279,4.299652818280767,4.2986891633515585,4.294981683283372,4.294276427103281
4.303455314864328,4.305123941840178,4.302071496568275,4.299605198371753,4.298829830029843,4.29952762174739,4.300133635668536,4.303159945829009,4.301630865861905,4.30341505673489,4.302921637383485,4.303290400042143,4.2991245594482095,4.299276245657509,4.298247102677746,4.299467962615894,4.302424099889277,4.305573993728866,4.305010509421762,4.304052882106396,4.300358070694628,4.299651619263647
4.308827795195225,4.310488393758611,4.307445985512992,4.3049868940529805,4.304214998084608,4.304907651257406,4.305515226255858,4.308533259306059,4.3070054146547845,4.308785550479354,4.308293246191417,4.308661296050943,4.304508555097455,4.304659173186605,4.30363514943836,4.30484868645058,4.307796377717614,4.31093492315298,4.310370845349163,4.309419231395872,4.305737063837027,4.305029424752543
4.314202895295874,4.315855481767478,4.312823090555698,4.310371192413689,4.309602760153607,4.310290291861034,4.310899419455019,4.313909188620692,4.312382584234004,4.314158669637079,4.313667476536766,4.314034816129419,4.309895148587622,4.310044700827543,4.30902578355922,4.310232019286005,4.313171276352411,4.316298492817645,4.315733825809977,4.314788210979612,4.311118662493064,4.310409843341344
4.3195806149345914,4.321225205619623,4.318202811468127,4.315758093237066,4.314993116029537,4.315675543330612,4.316286215049644,4.319287733545486,4.3177623743645634,4.319534413970455,4.319044328186177,4.3194109600419734,4.315284339706208,4.3154328283642736,4.314419004838976,4.315617960893963,4.3185487955607185,4.321664702476877,4.321099450551207,4.320159820617241,4.316502866445238,4.315792874801431
4.3249609538796845,4.326597565067884,4.323585148022009,4.321147596306295,4.3203860655051,4.3210634054384744,4.3216756128233556,4.324668893853017,4.3231447848114595,4.324912783241875,4.324423800906301,4.324789727553009,4.320676128240712,4.32082355558074,4.319814813076277,4.32100651104625,4.323928935109588,4.3270335518846945,4.326467719319857,4.325534060068386,4.3218896754760445,4.321178518904183
4.330343911899468,4.3319725598651,4.328970099989076,4.3265397014045615,4.325781608372993,4.326453877956959,4.32706761255978,4.330052669315865,4.328529815339696,4.3302937772137255,4.329805894463785,4.330171118426928,4.326070513978632,4.326216882260893,4.325213208069766,4.326397669514662,4.329311694766071,4.332405040795122,4.331838631862929,4.330910929092674,4.32727908936798,4.326566775420977
4.335729488762253,4.337350189764113,4.33435766714106,4.331934408315051,4.331179744425915,4.331846960658401,4.3324622140425415,4.335439059706607,4.333917465714272,4.335677395648399,4.335190608625279,4.335555132428134,4.331467496707465,4.331612808188675,4.330614189618094,4.331791436070994,4.334697074297221,4.3377791689621725,4.33721218792743,4.336290427449731,4.3326711079035425,4.33195764412319
4.341117684236349,4.34273045451776,4.339747849249692,4.337331716820947,4.336580473456565,4.337242653315137,4.337859417055265,4.34082806479782,4.339307735700187,4.341063638308285,4.34057794315743,4.340941769321028,4.336867076214711,4.337011333148035,4.336017757519907,4.33718781048704,4.340085073470088,4.343155936139871,4.342588387260364,4.341672554899183,4.338065730865228,4.337351124782204
4.346508498090071,4.348113353878882,4.345140646086703,4.342731626705438,4.341983795257643,4.342640955699503,4.343259221381574,4.346219684362084,4.344700625062439,4.346452504955773,4.345967897826887,4.346331028870013,4.342269252287866,4.3424124569229186,4.341423911573855,4.342586792534597,4.345475692051723,4.348535342082235,4.347967229608732,4.347057311200657,4.343462958035534,4.3427472171693955
4.351901930091726,4.353498887600319,4.350536057423826,4.348134137751706,4.347389709621846,4.348041867583837,4.348661626805094,4.351613918171975,4.350096133566031,4.351843995353255,4.351360472400299,4.351722910839493,4.347674024714431,4.347816179297273,4.346832651578584,4.347988381985458,4.35086892980918,4.353917386543284,4.353348714719539,4.352444696113777,4.348862789196957,4.348145921056144
4.357297980009631,4.358887055434909,4.355934083032791,4.353539249742939,4.352798216341873,4.353445388740473,4.354066633109449,4.357010766000072,4.355494260975961,4.357238109263118,4.356755666644313,4.357117414993869,4.353081393281902,4.353222500055044,4.352243977332742,4.353392578611423,4.356264786509508,4.359302069277035,4.358732842339789,4.357834709398171,4.354265224131995,4.353547236213827
4.362696647612093,4.364277857135495,4.36133472268533,4.358946962462318,4.358209315210424,4.3588515189417505,4.359474240078264,4.362410227618954,4.3608950070572305,4.362634846447755,4.362153480325578,4.3625145410975446,4.358491357777778,4.35863141898018,4.357657888634978,4.358799382184282,4.361663261919761,4.364689390037513,4.364119612216487,4.363227350813466,4.359670262623141,4.358951162413823
4.3680979326674265,4.369671292454912,4.366737976153175,4.364357275693034,4.363623006020198,4.364260257960004,4.364884447495162,4.3678123028011955,4.366298371574838,4.368034206669555,4.3675539132107435,4.36791428891492,4.363903917989557,4.3640429358566255,4.3630743852839355,4.364208792475831,4.367064355806989,4.370079348578733,4.3695090240966366,4.368622620119287,4.365077904452898,4.3643576994275115
4.3735018349439425,4.375067361146004,4.372143843208056,4.369770189218268,4.369039288563894,4.36967160556757,4.370297255143768,4.373216991319377,4.371704354293783,4.373436189690907,4.3729569650664555,4.373316658210402,4.3693190737047365,4.369457050468329,4.368493467078267,4.369620809257869,4.372468067938245,4.3754719446547155,4.37490107772724,4.374020517075261,4.370488149403758,4.36976684702627
4.378908354209952,4.380466062961609,4.377552323621706,4.375185702821205,4.374458162634208,4.375085561536785,4.375712662807709,4.3786242929460775,4.377112954979068,4.378840795274204,4.378362635659364,4.37872164874839,4.3747368247108165,4.374873762599236,4.3739151338166185,4.375035432302188,4.377874398080579,4.380867178019481,4.3802957728553045,4.379421041441013,4.375900997258219,4.375178604981478
4.384317490233767,4.3858673976545655,4.382963417165855,4.380603816285032,4.379879628023843,4.380502125639986,4.381130670270607,4.384034207453873,4.38252417339569,4.384248023181833,4.383770924756119,4.384129260293287,4.380157170795294,4.380293072033293,4.379339385297636,4.380452661380585,4.383283346001044,4.38626504842705,4.38569310922783,4.384824192976172,4.381316447798779,4.3805929730645135
4.389729242783698,4.391271364977715,4.388377123612238,4.386024529392934,4.385303684525494,4.385921297649509,4.386551277316087,4.389446734615342,4.387938009308651,4.389657873176186,4.389181832123365,4.389539492609494,4.385580111745668,4.385714978554448,4.384766221319969,4.385872496264854,4.3886949114666916,4.391665555631439,4.391093086591824,4.390229971440361,4.386734500807935,4.386009951046755
4.395143611628058,4.396677964683895,4.393793442732582,4.391447841928095,4.390730331931862,4.391343077337691,4.3919744837277745,4.394861874203063,4.393354462482949,4.395070345019652,4.394595357527753,4.394952345461418,4.391005647349434,4.391139481946646,4.390195641682265,4.3912949367267915,4.394109094244572,4.397068699386669,4.396495704694288,4.395638376593209,4.392155156068181,4.39142953869958
4.400560596535158,4.402087196525949,4.39921237429862,4.3968737536737015,4.396159570035647,4.396767464476867,4.397400289289292,4.400279625989612,4.398773532683586,4.400485438474623,4.40001150073593,4.400367818613457,4.396433777394094,4.396566581993834,4.395627646183172,4.396719982538193,4.39952589410174,4.402474479446761,4.401900963282228,4.40104940819434,4.397578413362019,4.396851735794368
4.405980197273309,4.407499060256713,4.404633918082085,4.4023022644129375,4.401591398629545,4.402194458839374,4.402828693784267,4.4056999897475695,4.404195219675562,4.405903153303487,4.405430261514548,4.4057859118300176,4.401864501667143,4.401996278479959,4.401062234621337,4.402147633470851,4.404945310805244,4.407882895565732,4.407308862102645,4.406463066003382,4.403004272471941,4.402276542102499
4.411402413610825,4.412913555629028,4.410058073854707,4.4077333739289895,4.407025817506257,4.407624060197549,4.408259696996321,4.411122965249511,4.409619523223874,4.411323489268636,4.410851639630251,4.411206624875497,4.407297819956083,4.407428571188968,4.406499406795407,4.407577889296563,4.410367344122137,4.413293947497603,4.412719400902544,4.41187934977996,4.408432733180445,4.407703957395349
4.416827245316016,4.418330682395733,4.415484841388217,4.413167082005042,4.412462826458482,4.413056268323729,4.413693298709081,4.416548552268016,4.415046443093525,4.416746446132457,4.416275634849689,4.416629957514304,4.412733732048408,4.412863459904806,4.411939162504032,4.4130107497871265,4.41579199381947,4.418707634996393,4.4181325794289315,4.417298259283703,4.4138637952700295,4.413133981444298
4.422254692157192,4.423750440309669,4.420914220454349,4.4186033884242795,4.4179024252789185,4.418491082990249,4.41912949870617,4.421976750575663,4.420475979049513,4.422172023657344,4.421702246939511,4.422055909510837,4.418172237731618,4.418300944411421,4.417381501545858,4.418446214714333,4.421219259664295,4.424123957816121,4.423548397428808,4.422719794274233,4.419297458523191,4.418566614020723
4.427684753902668,4.429172829123674,4.42634621082483,4.424042292969888,4.423344613760263,4.423928503969445,4.424568296771214,4.427407559945029,4.425908130856841,4.427600221605685,4.427131475666365,4.4274844806294995,4.4236133367932124,4.4237410244927595,4.422826423719532,4.423884283849978,4.426649141423665,4.429542915710807,4.42896685464918,4.42814395451118,4.424733722722425,4.424001854896004
4.433117430320752,4.43459784859059,4.431780812271397,4.429483795425052,4.428789391695218,4.429368531033656,4.430009692687835,4.432840980148691,4.431342898280504,4.433031039739871,4.432563320796899,4.432915670634693,4.4290570290206865,4.429183699932769,4.428273928823703,4.42932495696586,4.43208163886463,4.434964508434471,4.43438795083705,4.433570739754168,4.4301725876502305,4.42943970384152
4.438552721179759,4.440025498463255,4.4372180245657775,4.434927895572959,4.434236758876479,4.434811163955216,4.435453686239659,4.438277010959229,4.436780281085506,4.43846447782229,4.437997782097763,4.438349479290824,4.434503314201542,4.434628970515393,4.433724016657019,4.43476823383377,4.4375167517542415,4.440388735741133,4.439811685739423,4.439000149762824,4.435614053089102,4.434880160628648
4.443990626247998,4.445455778494508,4.442657847479704,4.4403745931967915,4.439686715096748,4.440256402506463,4.440900277210312,4.44371565214922,4.442220279036845,4.4439005356153345,4.4434348593356034,4.44378590636229,4.439952192123274,4.4400768360245815,4.439176687018127,4.440214114225507,4.442954479859552,4.4458155973848115,4.445238059103302,4.444432184296775,4.4410581188215374,4.4403232250287665
4.449431145293781,4.45088868843719,4.448100280784908,4.445823888079733,4.445139260148722,4.445704246459731,4.446349465383416,4.44915690349124,4.4476628918995225,4.4493392128813944,4.4488745522770685,4.449224951613497,4.445403662573383,4.445527296244279,4.4446319397056735,4.445662597912866,4.448394822947614,4.451245093119526,4.45066707067569,4.449866843115646,4.446504784630035,4.445768896813255
4.454874278085422,4.45632422804414,4.453545324253122,4.451275780004974,4.450594393825102,4.45115469558736,4.451801250542596,4.4546007647578705,4.453108119438537,4.454780509382858,4.4543168606888095,4.454666614808846,4.4508577253393655,4.450980350958434,4.4500897745183075,4.45111368466764,4.453837780785477,4.456677222699296,4.4560987202035935,4.455304125979064,4.45195405029709,4.4512171757534915
4.460320024391229,4.461762397068198,4.458992977656077,4.456730268755696,4.456052115918583,4.456607749661683,4.457255632471479,4.460047235721687,4.458555961418887,4.460224424882118,4.459761784337472,4.460110895712741,4.456314380208721,4.456435999950991,4.4555501912546776,4.456567374261626,4.459283353140194,4.462111985878142,4.4615330074340145,4.460744032646656,4.457405915605198,4.456668061620856
4.465768383979516,4.467203195262204,4.464443240765505,4.462187354115086,4.461512426221867,4.462063408455038,4.462712610953686,4.465496316155268,4.464006417605575,4.465670959141563,4.465209322989705,4.465557794089582,4.461773626968946,4.461894243005898,4.46101318971343,4.462023666466619,4.464731539778818,4.467549382410081,4.466969932113956,4.466186562878047,4.46286038033686,4.462121554186724
